city;city_ascii;lat;lng;country;iso2;iso3;admin_name;capital;population;id
Shibin el Kom;Shibin el Kom;30.5920;30.9000;Egypt;EG;EGY;Al Minūfīyah;admin;182900;1818787044
El Arish;El Arish;31.1249;33.8006;Egypt;EG;EGY;Shamāl Sīnā’;admin;178651;1818291145
Damanhûr;Damanhur;31.0504;30.4700;Egypt;EG;EGY;Al Buḩayrah;admin;500000;1818708838
Luxor;Luxor;25.7000;32.6500;Egypt;EG;EGY;Al Uqşur;admin;609248;1818948225
Rashid;Rashid;31.4604;30.3900;Egypt;EG;EGY;Al Buḩayrah;;199509;1818868679
Kafr el Sheikh;Kafr el Sheikh;31.1090;30.9360;Egypt;EG;EGY;Kafr ash Shaykh;admin;143970;1818743040
Tessenei;Tessenei;15.1104;36.6575;Eritrea;ER;ERI;Gash Barka;;15255;1232609825
Mendefera;Mendefera;14.8860;38.8163;Eritrea;ER;ERI;Debub;admin;257390;1232751882
Assab;Assab;13.0100;42.7300;Eritrea;ER;ERI;Debubawī K’eyih Bahrī;admin;105496;1232396238
Agordat;Agordat;15.5490;37.8867;Eritrea;ER;ERI;Gash Barka;;28600;1232800240
Barentu;Barentu;15.1058;37.5907;Eritrea;ER;ERI;Gash Barka;admin;;1232695352
Massawa;Massawa;15.6101;39.4500;Eritrea;ER;ERI;Semēnawī K’eyih Bahrī;admin;142564;1232344222
Asmara;Asmara;15.3333;38.9333;Eritrea;ER;ERI;Ma’ākel;primary;620802;1232791236
Keren;Keren;15.6804;38.4500;Eritrea;ER;ERI;Ānseba;admin;150000;1232693598
Vitoria;Vitoria;42.8500;-2.6700;Spain;ES;ESP;Basque Country;admin;224578;1724975338
Santander;Santander;43.3805;-3.8000;Spain;ES;ESP;Cantabria;admin;208763;1724247413
Logroño;Logrono;42.4704;-2.4300;Spain;ES;ESP;La Rioja;admin;143698;1724721513
Barcelona;Barcelona;41.3833;2.1834;Spain;ES;ESP;Catalonia;admin;4920000;1724594040
Mataró;Mataro;41.5400;2.4500;Spain;ES;ESP;Catalonia;;183293;1724901780
Oviedo;Oviedo;43.3505;-5.8300;Spain;ES;ESP;Asturias;admin;235651;1724090743
Arrecife;Arrecife;28.9690;-13.5378;Spain;ES;ESP;Canary Islands;;52944;1724630905
Las Palmas;Las Palmas;28.1000;-15.4300;Spain;ES;ESP;Canary Islands;admin;378495;1724501748
Toledo;Toledo;39.8670;-4.0167;Spain;ES;ESP;Castille-La Mancha;admin;74632;1724171411
Lorca;Lorca;37.6886;-1.6985;Spain;ES;ESP;Murcia;;86119;1724565149
Zaragoza;Zaragoza;41.6500;-0.8900;Spain;ES;ESP;Aragon;admin;649404;1724907391
Murcia;Murcia;37.9800;-1.1300;Spain;ES;ESP;Murcia;admin;406807;1724107739
Gijón;Gijon;43.5300;-5.6700;Spain;ES;ESP;Asturias;;335972;1724170659
Linares;Linares;38.0833;-3.6334;Spain;ES;ESP;Andalusia;;59761;1724047784
Cartagena;Cartagena;37.6004;-0.9800;Spain;ES;ESP;Murcia;;201274;1724143241
Vigo;Vigo;42.2200;-8.7300;Spain;ES;ESP;Galicia;;378952;1724045676
Valladolid;Valladolid;41.6500;-4.7500;Spain;ES;ESP;Castille-Leon;admin;322304;1724133771
Santiago de Compostela;Santiago de Compostela;42.8829;-8.5411;Spain;ES;ESP;Galicia;admin;92430;1724547778
Mérida;Merida;38.9120;-6.3380;Spain;ES;ESP;Extremadura;admin;52423;1724941889
Algeciras;Algeciras;36.1267;-5.4665;Spain;ES;ESP;Andalusia;;111027;1724355681
Marbella;Marbella;36.5166;-4.8833;Spain;ES;ESP;Andalusia;;186131;1724685705
Almería;Almeria;36.8303;-2.4300;Spain;ES;ESP;Andalusia;minor;179405;1724745640
Córdoba;Cordoba;37.8800;-4.7700;Spain;ES;ESP;Andalusia;minor;321376;1724706440
Granada‎;Granada;37.1650;-3.5850;Spain;ES;ESP;Andalusia;minor;388290;1724929320
Jaén;Jaen;37.7704;-3.8000;Spain;ES;ESP;Andalusia;minor;116400;1724699771
Málaga;Malaga;36.7204;-4.4200;Spain;ES;ESP;Andalusia;minor;550058;1724397372
Albacete;Albacete;39.0003;-1.8700;Spain;ES;ESP;Castille-La Mancha;minor;158094;1724000069
Guadalajara;Guadalajara;40.6337;-3.1666;Spain;ES;ESP;Castille-La Mancha;minor;72850;1724317859
Burgos;Burgos;42.3504;-3.6800;Spain;ES;ESP;Castille-Leon;minor;170183;1724993285
León;Leon;42.5800;-5.5700;Spain;ES;ESP;Castille-Leon;minor;136227;1724907542
Salamanca;Salamanca;40.9704;-5.6700;Spain;ES;ESP;Castille-Leon;minor;162353;1724960825
Huelva;Huelva;37.2504;-6.9299;Spain;ES;ESP;Andalusia;minor;144174;1724420824
Cádiz;Cadiz;36.5350;-6.2250;Spain;ES;ESP;Andalusia;minor;283157;1724502822
Ceuta;Ceuta;35.8890;-5.3070;Spain;ES;ESP;Ceuta;;78674;1724324416
Melilla;Melilla;35.3000;-2.9500;Spain;ES;ESP;Melilla;;141308;1724144891
Tarragona;Tarragona;41.1204;1.2500;Spain;ES;ESP;Catalonia;minor;126291;1724296961
Badajoz;Badajoz;38.8804;-6.9700;Spain;ES;ESP;Extremadura;minor;140133;1724759742
La Coruña;La Coruna;43.3300;-8.4200;Spain;ES;ESP;Galicia;minor;370610;1724417375
Ourense;Ourense;42.3300;-7.8700;Spain;ES;ESP;Galicia;minor;118107;1724571895
Bilbao;Bilbao;43.2500;-2.9300;Spain;ES;ESP;Basque Country;minor;875552;1724331267
Santa Cruz de Tenerife;Santa Cruz de Tenerife;28.4700;-16.2500;Spain;ES;ESP;Canary Islands;admin;336061;1724813158
Seville;Seville;37.4050;-5.9800;Spain;ES;ESP;Andalusia;admin;1212045;1724991838
Pamplona;Pamplona;42.8200;-1.6500;Spain;ES;ESP;Navarre;admin;274545;1724483329
Palma;Palma;39.5743;2.6542;Spain;ES;ESP;Balearic Islands;admin;375773;1724728111
Valencia;Valencia;39.4850;-0.4000;Spain;ES;ESP;Valencia;admin;808000;1724981666
Madrid;Madrid;40.4000;-3.6834;Spain;ES;ESP;Madrid;primary;5567000;1724616994
San Sebastián;San Sebastian;43.3204;-1.9800;Spain;ES;ESP;Basque Country;minor;357468;1724910555
Alicante;Alicante;38.3512;-0.4836;Spain;ES;ESP;Valencia;minor;315863;1724923163
Castello;Castello;39.9704;-0.0500;Spain;ES;ESP;Valencia;minor;180610;1724579885
Adigrat;Adigrat;14.2804;39.4700;Ethiopia;ET;ETH;Tigray;;104021;1231492773
Aksum;Aksum;14.1304;38.7200;Ethiopia;ET;ETH;Tigray;;47487;1231573651
Gondar;Gonder;12.6100;37.4600;Ethiopia;ET;ETH;Āmara;;156230;1231234833
Nazret;Nazret;8.5500;39.2700;Ethiopia;ET;ETH;Oromīya;;476892;1231826873
Sodo;Sodo;6.9000;37.7500;Ethiopia;ET;ETH;YeDebub Bihēroch Bihēreseboch na Hizboch;;65737;1231130720
Asela;Asela;7.9504;39.1399;Ethiopia;ET;ETH;Oromīya;;82240;1231347519
Dila;Dila;6.4104;38.3100;Ethiopia;ET;ETH;YeDebub Bihēroch Bihēreseboch na Hizboch;;47021;1231393325
Nagele;Nagele;5.3166;39.5833;Ethiopia;ET;ETH;Oromīya;;11772;1231215294
Dembi Dolo;Dembi Dolo;8.5337;34.8000;Ethiopia;ET;ETH;Oromīya;;27780;1231620291
Dese;Dese;11.1300;39.6300;Ethiopia;ET;ETH;Āmara;;183802;1231359719
Bahir Dar;Bahir Dar;11.6001;37.3833;Ethiopia;ET;ETH;Āmara;admin;206748;1231784118
Hagere Hiywet;Hagere Hiywet;8.9804;37.8500;Ethiopia;ET;ETH;Oromīya;;43920;1231809487
Gode;Gode;5.9500;43.4500;Ethiopia;ET;ETH;Sumalē;;75000;1231128743
Giyon;Giyon;8.5304;37.9700;Ethiopia;ET;ETH;Oromīya;;114534;1231961383
Shashemene;Shashemene;7.2004;38.5900;Ethiopia;ET;ETH;Oromīya;;114350;1231110370
Hosaina;Hosaina;7.5504;37.8500;Ethiopia;ET;ETH;YeDebub Bihēroch Bihēreseboch na Hizboch;;89300;1231400775
Nekemte;Nekemte;9.0905;36.5300;Ethiopia;ET;ETH;Oromīya;;73018;1231437227
Yirga Alem;Yirga Alem;6.7504;38.4100;Ethiopia;ET;ETH;YeDebub Bihēroch Bihēreseboch na Hizboch;;36292;1231817240
Gore;Gore;8.1490;35.5370;Ethiopia;ET;ETH;Oromīya;;9352;1231481918
Gimbi;Gimbi;9.1670;35.8333;Ethiopia;ET;ETH;Oromīya;;31809;1231550284
Jima;Jima;7.6800;36.8300;Ethiopia;ET;ETH;Oromīya;;128306;1231214366
Debre Markos;Debre Markos;10.3400;37.7200;Ethiopia;ET;ETH;Āmara;;70758;1231943444
Dolo Bay;Dolo Bay;4.1833;42.0833;Ethiopia;ET;ETH;Sumalē;;11810;1231539120
Arba Minch;Arba Minch;6.0400;37.5500;Ethiopia;ET;ETH;YeDebub Bihēroch Bihēreseboch na Hizboch;;69622;1231302134
Awasa;Awasa;7.0600;38.4770;Ethiopia;ET;ETH;YeDebub Bihēroch Bihēreseboch na Hizboch;admin;133097;1231663122
Asosa;Asosa;10.0670;34.5333;Ethiopia;ET;ETH;Bīnshangul Gumuz;admin;30512;1231491184
Gambēla;Gambela;8.2500;34.5833;Ethiopia;ET;ETH;Gambēla Hizboch;admin;;1231698892
Jijiga;Jijiga;9.3504;42.7900;Ethiopia;ET;ETH;Sumalē;admin;56821;1231737909
Goba;Goba;7.0100;39.9700;Ethiopia;ET;ETH;Oromīya;;34369;1231837780
Addis Ababa;Addis Ababa;9.0333;38.7000;Ethiopia;ET;ETH;Ādīs Ābeba;primary;3100000;1231824991
Semera;Semera;11.5010;41.2010;Ethiopia;ET;ETH;Āfar;admin;;1231617820
Bati;Bati;11.1837;40.0166;Ethiopia;ET;ETH;Āmara;;19260;1231243570
Dire Dawa;Dire Dawa;9.5900;41.8600;Ethiopia;ET;ETH;Dirē Dawa;admin;252279;1231089714
Mekele;Mekele;13.5000;39.4700;Ethiopia;ET;ETH;Tigray;admin;95856;1231468531
Debre Birhan;Debre Birhan;9.6804;39.5300;Ethiopia;ET;ETH;Āmara;;65231;1231777741
Harar;Harar;9.3200;42.1500;Ethiopia;ET;ETH;Hārerī Hizb;admin;174994;1231785978
Pori;Pori;61.4789;21.7749;Finland;FI;FIN;Satakunta;admin;76772;1246259412
Kuopio;Kuopio;62.8943;27.6949;Finland;FI;FIN;Pohjois-Savo;admin;91900;1246334067
Jyväskylä;Jyvaskyla;62.2603;25.7500;Finland;FI;FIN;Keski-Suomi;admin;98136;1246938345
Rovaniemi;Rovaniemi;66.5000;25.7159;Finland;FI;FIN;Lappi;admin;34781;1246718173
Lahti;Lahti;60.9939;25.6649;Finland;FI;FIN;Päijät-Häme;admin;98826;1246538847
Mikkeli;Mikkeli;61.6900;27.2850;Finland;FI;FIN;Etelä-Savo;admin;46550;1246875185
Oulu;Oulu;65.0000;25.4700;Finland;FI;FIN;Pohjois-Pohjanmaa;admin;136752;1246093273
Hämeenlinna;Hameenlinna;60.9970;24.4720;Finland;FI;FIN;Kanta-Häme;admin;47261;1246026891
Seinäjoki;Seinajoki;62.8000;22.8333;Finland;FI;FIN;Etelä-Pohjanmaa;admin;;1246118146
Tampere;Tampere;61.5000;23.7500;Finland;FI;FIN;Pirkanmaa;admin;259279;1246964318
Kajaani;Kajaani;64.2333;27.6833;Finland;FI;FIN;Kainuu;admin;;1246377765
Lappeenranta;Lappeenranta;61.0671;28.1833;Finland;FI;FIN;Etelä-Karjala;admin;59276;1246492910
Joensuu;Joensuu;62.6000;29.7666;Finland;FI;FIN;Pohjois-Karjala;admin;53388;1246489056
Kouvola;Kouvola;60.8760;26.7090;Finland;FI;FIN;Kymenlaakso;admin;31133;1246167296
Helsinki;Helsinki;60.1756;24.9341;Finland;FI;FIN;Uusimaa;primary;1115000;1246177997
Kemi;Kemi;65.7333;24.5817;Finland;FI;FIN;Lappi;minor;22641;1246411843
Mariehamn;Mariehamn;60.1000;19.9500;Finland;FI;FIN;Åland;admin;;1246614476
Porvoo;Porvoo;60.4004;25.6660;Finland;FI;FIN;Uusimaa;minor;12242;1246277728
Turku;Turku;60.4539;22.2550;Finland;FI;FIN;Varsinais-Suomi;admin;175945;1246456609
Sodankylä;Sodankyla;67.4171;26.6000;Finland;FI;FIN;Lappi;minor;8942;1246413171
Kemijärvi;Kemijarvi;66.6667;27.4167;Finland;FI;FIN;Lappi;minor;8883;1246358285
Kokkola;Kokkola;63.8333;23.1167;Finland;FI;FIN;Keski-Pohjanmaa;admin;46714;1246041998
Vaasa;Vaasa;63.1000;21.6000;Finland;FI;FIN;Pohjanmaa;admin;57014;1246734710
Savonlinna;Savonlinna;61.8666;28.8833;Finland;FI;FIN;Etelä-Savo;minor;27353;1246948647
Lautoka;Lautoka;-17.6161;177.4666;Fiji;FJ;FJI;Ba;;55894;1242457077
Nandi;Nandi;-17.7996;177.4166;Fiji;FJ;FJI;Ba;;42284;1242357822
Suva;Suva;-18.1330;178.4417;Fiji;FJ;FJI;Rewa;primary;175399;1242615095
Labasa;Labasa;-16.4166;179.3833;Fiji;FJ;FJI;Macuata;;24187;1242740801
Stanley;Stanley;-51.7000;-57.8500;Falkland Islands (Islas Malvinas);FK;FLK;;primary;2213;1238780509
Kolonia;Kolonia;6.9639;158.2083;Micronesia; Federated States Of;FM;FSM;Pohnpei;admin;;1583881416
Colonia;Colonia;9.5144;138.1292;Micronesia; Federated States Of;FM;FSM;Yap;admin;;1583511563
Palikir;Palikir;6.9166;158.1500;Micronesia; Federated States Of;FM;FSM;Pohnpei;primary;4645;1583008885
Weno;Weno;7.4458;151.8500;Micronesia; Federated States Of;FM;FSM;Chuuk;admin;;1583964118
Tofol;Tofol;5.3261;163.0083;Micronesia; Federated States Of;FM;FSM;Kosrae;admin;;1583000000
Tórshavn;Torshavn;62.0300;-6.8200;Faroe Islands;FO;FRO;;primary;14398;1234904517
Klaksvík;Klaksvik;62.2375;-6.5390;Faroe Islands;FO;FRO;;;4664;1234149995
Bastia;Bastia;42.7032;9.4500;France;FR;FRA;Corsica;;41001;1250664815
Lorient;Lorient;47.7504;-3.3666;France;FR;FRA;Bretagne;;84952;1250615711
Brest;Brest;48.3904;-4.4950;France;FR;FRA;Bretagne;;144899;1250882453
Aix-en-Provence;Aix-en-Provence;43.5200;5.4500;France;FR;FRA;Provence-Alpes-Côte d’Azur;;146821;1250001687
Ajaccio;Ajaccio;41.9271;8.7283;France;FR;FRA;Corsica;admin;54364;1250622666
Marseille;Marseille;43.2900;5.3750;France;FR;FRA;Provence-Alpes-Côte d’Azur;admin;1400000;1250774071
Rennes;Rennes;48.1000;-1.6700;France;FR;FRA;Bretagne;admin;209375;1250363682
Nantes;Nantes;47.2104;-1.5900;France;FR;FRA;Pays de la Loire;admin;438537;1250091495
Orléans;Orleans;47.9004;1.9000;France;FR;FRA;Centre-Val de Loire;admin;217301;1250441405
Paris;Paris;48.8667;2.3333;France;FR;FRA;Île-de-France;primary;9904000;1250015082
Clermont-Ferrand;Clermont-Ferrand;45.7800;3.0800;France;FR;FRA;Auvergne-Rhône-Alpes;minor;233050;1250135509
Metz;Metz;49.1203;6.1800;France;FR;FRA;Grand Est;minor;409186;1250778717
Montpellier;Montpellier;43.6104;3.8700;France;FR;FRA;Occitanie;minor;327254;1250819356
Poitier;Poitier;46.5833;0.3333;France;FR;FRA;Nouvelle-Aquitaine;minor;85960;1250812174
Bordeaux;Bordeaux;44.8500;-0.5950;France;FR;FRA;Nouvelle-Aquitaine;admin;803000;1250449238
Limoges;Limoges;45.8300;1.2500;France;FR;FRA;Nouvelle-Aquitaine;minor;152199;1250736774
Dijon;Dijon;47.3304;5.0300;France;FR;FRA;Bourgogne-Franche-Comté;admin;169946;1250505606
Lille;Lille;50.6500;3.0800;France;FR;FRA;Hauts-de-France;admin;1044000;1250071961
Lyon;Lyon;45.7700;4.8300;France;FR;FRA;Auvergne-Rhône-Alpes;admin;1423000;1250196189
Strasbourg;Strasbourg;48.5800;7.7500;France;FR;FRA;Grand Est;admin;439972;1250789140
Toulouse;Toulouse;43.6200;1.4499;France;FR;FRA;Occitanie;admin;847000;1250258110
Rouen;Rouen;49.4304;1.0800;France;FR;FRA;Normandie;admin;532559;1250372069
Amiens;Amiens;49.9004;2.3000;France;FR;FRA;Hauts-de-France;minor;143086;1250794759
Besançon;Besancon;47.2300;6.0300;France;FR;FRA;Bourgogne-Franche-Comté;minor;128426;1250182013
Caen;Caen;49.1838;-0.3500;France;FR;FRA;Normandie;minor;190099;1250001272
Vichy;Vichy;46.1171;3.4167;France;FR;FRA;Auvergne-Rhône-Alpes;;43158;1250084403
Mulhouse;Mulhouse;47.7504;7.3500;France;FR;FRA;Grand Est;;215454;1250218452
Biarritz;Biarritz;43.4733;-1.5616;France;FR;FRA;Nouvelle-Aquitaine;;145348;1250324713
Cherbourg;Cherbourg;49.6504;-1.6500;France;FR;FRA;Normandie;;60991;1250026751
Reims;Reims;49.2504;4.0300;France;FR;FRA;Grand Est;;196565;1250608730
Calais;Calais;50.9504;1.8333;France;FR;FRA;Hauts-de-France;;92201;1250081128
Roanne;Roanne;46.0333;4.0667;France;FR;FRA;Auvergne-Rhône-Alpes;;73315;1250674978
Dieppe;Dieppe;49.9337;1.0833;France;FR;FRA;Normandie;;42461;1250006284
Le Havre;Le Havre;49.5050;0.1050;France;FR;FRA;Normandie;;242124;1250775297
Brive;Brive;45.1504;1.5333;France;FR;FRA;Nouvelle-Aquitaine;;55448;1250549859
Béziers;Beziers;43.3505;3.2100;France;FR;FRA;Occitanie;;81438;1250666824
St.-Brieuc;St.-Brieuc;48.5167;-2.7833;France;FR;FRA;Bretagne;minor;53223;1250574796
Angers;Angers;47.4800;-0.5300;France;FR;FRA;Pays de la Loire;minor;188380;1250962174
Le Mans;Le Mans;48.0004;0.1000;France;FR;FRA;Pays de la Loire;minor;144515;1250829671
Arras;Arras;50.2833;2.7833;France;FR;FRA;Hauts-de-France;minor;64165;1250447540
Troyes;Troyes;48.3404;4.0834;France;FR;FRA;Grand Est;minor;61703;1250800856
Nancy;Nancy;48.6837;6.2000;France;FR;FRA;Grand Est;minor;268976;1250925250
Nevers;Nevers;46.9837;3.1667;France;FR;FRA;Bourgogne-Franche-Comté;minor;45929;1250147982
Auxerre;Auxerre;47.8004;3.5666;France;FR;FRA;Bourgogne-Franche-Comté;minor;41516;1250482884
Tours;Tours;47.3804;0.6999;France;FR;FRA;Centre-Val de Loire;minor;236096;1250635972
Bourges;Bourges;47.0837;2.4000;France;FR;FRA;Centre-Val de Loire;minor;72340;1250043242
Versailles;Versailles;48.8005;2.1333;France;FR;FRA;Île-de-France;minor;85416;1250143827
Melun;Melun;48.5333;2.6666;France;FR;FRA;Île-de-France;minor;249432;1250913458
La Rochelle;La Rochelle;46.1667;-1.1500;France;FR;FRA;Nouvelle-Aquitaine;minor;76997;1250623782
Agen;Agen;44.2004;0.6333;France;FR;FRA;Nouvelle-Aquitaine;minor;58223;1250059626
Annecy;Annecy;45.9000;6.1167;France;FR;FRA;Auvergne-Rhône-Alpes;minor;105749;1250551848
Grenoble;Grenoble;45.1804;5.7200;France;FR;FRA;Auvergne-Rhône-Alpes;minor;388574;1250071647
Saint-Étienne;Saint-Etienne;45.4304;4.3800;France;FR;FRA;Auvergne-Rhône-Alpes;minor;265684;1250000540
Toulon;Toulon;43.1342;5.9188;France;FR;FRA;Provence-Alpes-Côte d’Azur;minor;357693;1250541629
Nice;Nice;43.7150;7.2650;France;FR;FRA;Provence-Alpes-Côte d’Azur;minor;927000;1250774553
Tarbes;Tarbes;43.2333;0.0833;France;FR;FRA;Occitanie;minor;54854;1250001722
Perpignan;Perpignan;42.7000;2.9000;France;FR;FRA;Occitanie;minor;146620;1250102680
Nîmes;Nimes;43.8304;4.3500;France;FR;FRA;Occitanie;minor;169547;1250417467
Tchibanga;Tchibanga;-2.8570;11.0270;Gabon;GA;GAB;Nyanga;admin;19365;1266060335
Gamba;Gamba;-2.6500;10.0000;Gabon;GA;GAB;Ogooué-Maritime;;9928;1266236988
Libreville;Libreville;0.3854;9.4580;Gabon;GA;GAB;Estuaire;primary;578156;1266952885
Omboué;Omboue;-1.5662;9.2500;Gabon;GA;GAB;Ogooué-Maritime;;1667;1266708175
Ndende;Ndende;-2.3829;11.3833;Gabon;GA;GAB;Ngounié;;6200;1266578957
Mayumba;Mayumba;-3.4166;10.6500;Gabon;GA;GAB;Nyanga;;3996;1266317571
Moanda;Moanda;-1.5655;13.2000;Gabon;GA;GAB;Haut-Ogooué;;30151;1266295581
Mouila;Mouila;-1.8662;11.0167;Gabon;GA;GAB;Ngounié;admin;28000;1266074474
Okandja;Okandja;-0.6829;13.7833;Gabon;GA;GAB;Haut-Ogooué;;7155;1266588926
Franceville;Franceville;-1.6333;13.5833;Gabon;GA;GAB;Haut-Ogooué;admin;42967;1266537692
Oyem;Oyem;1.6166;11.5833;Gabon;GA;GAB;Woleu-Ntem;admin;43423;1266867613
Makokou;Makokou;0.5671;12.8666;Gabon;GA;GAB;Ogooué-Ivindo;admin;17070;1266939354
Mitzik;Mitzik;0.7837;11.5666;Gabon;GA;GAB;Woleu-Ntem;;4111;1266866714
Bitam;Bitam;2.0837;11.4834;Gabon;GA;GAB;Woleu-Ntem;;17637;1266921836
Mékambo;Mekambo;1.0171;13.9333;Gabon;GA;GAB;Ogooué-Ivindo;;3170;1266553682
Koulamoutou;Koulamoutou;-1.1329;12.4833;Gabon;GA;GAB;Ogooué-Lolo;admin;16222;1266049565
Bifoum;Bifoum;-0.3329;10.3832;Gabon;GA;GAB;Moyen-Ogooué;;134;1266655418
Port-Gentil;Port-Gentil;-0.7200;8.7800;Gabon;GA;GAB;Ogooué-Maritime;admin;116836;1266383028
Lambaréné;Lambarene;-0.6996;10.2166;Gabon;GA;GAB;Moyen-Ogooué;admin;25310;1266875472
Warrington;Warrington;53.3833;-2.6000;United Kingdom;GB;GBR;Warrington;admin;;1826261547
Newbury;Newbury;51.4000;-1.3167;United Kingdom;GB;GBR;West Berkshire;admin;;1826103829
Swindon;Swindon;51.5167;-1.7833;United Kingdom;GB;GBR;Swindon;admin;;1826498106
Wick;Wick;58.4333;-3.0834;United Kingdom;GB;GBR;Highland;;7147;1826766399
Dudley;Dudley;52.5000;-2.0833;United Kingdom;GB;GBR;Dudley;admin;;1826052828
Oxford;Oxford;51.7704;-1.2500;United Kingdom;GB;GBR;Oxfordshire;admin;192796;1826689568
Hackney;Hackney;51.5500;-0.0500;United Kingdom;GB;GBR;Hackney;admin;;1826413202
Matlock;Matlock;53.1333;-1.5333;United Kingdom;GB;GBR;Derbyshire;admin;;1826168850
Lochgilphead;Lochgilphead;56.0333;-5.4167;United Kingdom;GB;GBR;Argyll and Bute;admin;;1826789416
Northallerton;Northallerton;54.3333;-1.4333;United Kingdom;GB;GBR;North Yorkshire;admin;;1826697671
Edinburgh;Edinburgh;55.9483;-3.2191;United Kingdom;GB;GBR;Edinburgh; City of;admin;504966;1826492520
Sunderland;Sunderland;54.9200;-1.3800;United Kingdom;GB;GBR;Sunderland;admin;452934;1826736387
Swansea;Swansea;51.6300;-3.9500;United Kingdom;GB;GBR;Swansea;admin;294339;1826574888
Wokingham;Wokingham;51.4167;-0.8333;United Kingdom;GB;GBR;Wokingham;admin;;1826878333
City of Westminster;City of Westminster;51.5000;-0.1167;United Kingdom;GB;GBR;Westminster;admin;;1826759011
Solihull;Solihull;52.4167;-1.7833;United Kingdom;GB;GBR;Solihull;admin;;1826720500
Rochdale;Rochdale;53.6167;-2.1500;United Kingdom;GB;GBR;Rochdale;admin;;1826578106
Nottingham;Nottingham;52.9703;-1.1700;United Kingdom;GB;GBR;Nottingham;admin;825600;1826122597
Winchester;Winchester;51.0167;-1.3167;United Kingdom;GB;GBR;Hampshire;admin;;1826967267
Wembley;Wembley;51.5500;-0.2833;United Kingdom;GB;GBR;Brent;admin;;1826635683
Motherwell;Motherwell;55.7833;-4.0000;United Kingdom;GB;GBR;North Lanarkshire;admin;;1826854355
Reading;Reading;51.4700;-0.9800;United Kingdom;GB;GBR;Reading;admin;369804;1826869043
Torquay;Torquay;50.4500;-3.5000;United Kingdom;GB;GBR;Torbay;admin;;1826982921
Thornbury;Thornbury;51.6089;-2.5203;United Kingdom;GB;GBR;South Gloucestershire;admin;;1826096107
Oldham;Oldham;53.5500;-2.1167;United Kingdom;GB;GBR;Oldham;admin;;1826716070
Elgin;Elgin;57.6500;-3.3333;United Kingdom;GB;GBR;Moray;admin;;1826386055
Wallsend;Wallsend;54.9914;-1.5597;United Kingdom;GB;GBR;North Tyneside;admin;;1826171317
Weston-super-Mare;Weston-super-Mare;51.3458;-2.9678;United Kingdom;GB;GBR;North Somerset;admin;;1826189795
Hounslow;Hounslow;51.4667;-0.3500;United Kingdom;GB;GBR;Hounslow;admin;;1826943293
Irvine;Irvine;55.6000;-4.6667;United Kingdom;GB;GBR;North Ayrshire;admin;;1826965925
Barnsley;Barnsley;53.5500;-1.4833;United Kingdom;GB;GBR;Barnsley;admin;;1826597621
Falkirk;Falkirk;56.0000;-3.7667;United Kingdom;GB;GBR;Falkirk;admin;;1826502864
Slough;Slough;51.5000;-0.5833;United Kingdom;GB;GBR;Slough;admin;;1826807636
Huddersfield;Huddersfield;53.6500;-1.7833;United Kingdom;GB;GBR;Kirklees;admin;;1826672445
Kingston upon Hull;Kingston upon Hull;53.7504;-0.3300;United Kingdom;GB;GBR;Kingston upon Hull; City of;admin;302296;1826028894
Romford;Romford;51.5833;0.2000;United Kingdom;GB;GBR;Havering;admin;;1826695421
Stafford;Stafford;52.8000;-2.1000;United Kingdom;GB;GBR;St. Helens;admin;;1826088347
Grays;Grays;51.4833;0.3333;United Kingdom;GB;GBR;Thurrock;admin;;1826003493
Hertford;Hertford;51.8000;-0.0667;United Kingdom;GB;GBR;Hertfordshire;admin;;1826912872
Coventry;Coventry;52.4204;-1.5000;United Kingdom;GB;GBR;Coventry;admin;388271;1826979198
Leicester;Leicester;52.6300;-1.1332;United Kingdom;GB;GBR;Leicester;admin;457983;1826431946
Beverley;Beverley;53.8333;-0.4167;United Kingdom;GB;GBR;East Riding of Yorkshire;admin;;1826700096
Stirling;Stirling;56.1167;-3.9500;United Kingdom;GB;GBR;Stirling;admin;;1826517007
Norwich;Norwich;52.6304;1.3000;United Kingdom;GB;GBR;Norfolk;admin;190756;1826688051
Darlington;Darlington;54.5333;-1.5667;United Kingdom;GB;GBR;Darlington;admin;;1826453946
Hereford;Hereford;52.0500;-2.7167;United Kingdom;GB;GBR;Herefordshire;admin;;1826996583
Grimsby;Grimsby;53.5333;-0.0500;United Kingdom;GB;GBR;North East Lincolnshire;admin;;1826700880
Bradford;Bradford;53.8000;-1.7500;United Kingdom;GB;GBR;Bradford;admin;501700;1826687116
Bracknell;Bracknell;51.4167;-0.7500;United Kingdom;GB;GBR;Bracknell Forest;admin;;1826880896
Morpeth;Morpeth;55.1667;-1.6833;United Kingdom;GB;GBR;Northumberland;admin;;1826000022
Gateshead;Gateshead;54.9450;-1.6175;United Kingdom;GB;GBR;Gateshead;admin;;1826635849
Wandsworth;Wandsworth;51.4500;-0.2000;United Kingdom;GB;GBR;Wandsworth;admin;;1826844924
South Shields;South Shields;54.9878;-1.4214;United Kingdom;GB;GBR;South Tyneside;admin;;1826396004
Sheffield;Sheffield;53.3667;-1.5000;United Kingdom;GB;GBR;Sheffield;admin;1292900;1826289852
Ystrad Mynach;Ystrad Mynach;51.6403;-3.2433;United Kingdom;GB;GBR;Caerphilly;admin;;1826498228
